epoch,train_loss,val_loss,mAP50,mAP50_95,precision,recall
1,4.339626148939133,,0.21289549258642373,0.058951841847403166,,
2,1.6398892706632615,,0.2407556359006064,0.07567804367143985,,
3,1.2909359216690064,,0.2514232856905529,0.08427039970187584,,
4,1.1414050126075745,,0.21836970203648481,0.07426461562308495,,
5,1.081401365697384,,0.24089071071736823,0.08165943832760263,,
6,1.028517350256443,,0.284273860061566,0.1035294680152733,,
7,0.990937171280384,,0.30482735365860525,0.10764021085433081,,
8,0.9755088946223259,,0.323837274740575,0.11694611866219151,,
9,0.9307245200872422,,0.3369780252754362,0.12449072939401674,,
10,0.9236198711395264,,0.38330446774199695,0.13704381730500384,,
11,0.9082556939125062,,0.40901240401585076,0.1513074417257999,,
12,0.8864290961623191,,0.4060692027033397,0.151549063319026,,
13,0.8773619145154953,,0.46938639514500285,0.1739628749010307,,
14,0.8739101639389992,,0.5025857556528813,0.19068554156209078,,
15,0.8597205403447151,,0.511751273667652,0.19383685411830642,,
16,0.8516484454274178,,0.5560114735521408,0.21126299229321185,,
17,0.8388740247488022,,0.6112721701826533,0.22380877411899963,,
18,0.828165243268013,,0.6434463294137125,0.24505104284464596,,
19,0.8236044463515282,,0.66015057972575,0.24839288394429782,,
20,0.822035222351551,,0.7155150559390433,0.2709295786219739,,
21,0.8085794094204902,,0.7257950564118693,0.2763912270811649,,
22,0.7943535083532334,,0.7747351179106827,0.3000700013306124,,
23,0.7911288973689079,,0.7906114613470271,0.29966323460430594,,
24,0.7770133304595948,,0.8087937258959621,0.31283210032179976,,
25,0.7873766312003135,,0.8083006718037266,0.3110337150962438,,
26,0.7474709481000901,,0.8254358944481629,0.31357008271800074,,
27,0.7641513246297836,,0.8314629545241592,0.3201465505117883,,
28,0.7450403159856797,,0.8401237054712108,0.32943422806768136,,
29,0.7456339648365975,,0.8480463675826232,0.3251779752267575,,
30,0.7349868908524513,,0.8498500438300273,0.33659018361039994,,
31,0.7261168718338012,,0.8594353414124271,0.33891700059191626,,
32,0.7083365164697171,,0.8621861341828824,0.3410699027689621,,
33,0.6960149978101253,,0.8674871427071811,0.33673243914200385,,
34,0.6893252722918988,,0.867644782515468,0.3387966812317959,,
35,0.6827577099204063,,0.8672071847242829,0.34541483862414246,,
36,0.665221676826477,,0.8732667181757994,0.33936440234684645,,
37,0.6636524005234241,,0.877342766211286,0.34477135955604327,,
38,0.6677777941524983,,0.8772680579427817,0.34740265611199833,,
39,0.6479532641172409,,0.8658918368247777,0.33455304358427634,,
40,0.6510570420324803,,0.8639291173640259,0.3382872879448279,,
41,0.6363833221793175,,0.8722831983250144,0.3446606780752704,,
42,0.6355371208488941,,0.8694457918920732,0.34092520624864786,,
43,0.6330798026919365,,0.8670273306313385,0.3394838543727095,,
44,0.6193267753720284,,0.8595301598094502,0.3351757328291621,,
45,0.6312534652650357,,0.8638475587545461,0.3400630415238161,,
46,0.6165828812122345,,0.8587883694872293,0.33669390088977275,,
47,0.6146165089309216,,0.8589400367958492,0.33325930902328976,,
48,0.6138696292042732,,0.861784833672917,0.34020539308300357,,
49,0.611323959082365,,0.8629545681719826,0.33972066750663904,,
50,0.5917419852316379,,0.8619944053716826,0.33513336448684194,,
