epoch,train_loss,val_loss,mAP50,mAP50_95,precision,recall
1,6.754346551895142,6.0055628546079,0.7907350590081852,0.2692234824182939,0.8164365106096328,0.79
2,6.076136849721273,5.8639399790763855,0.8097002940405216,0.28607706079016554,0.829105473965287,0.81
3,5.887327858606974,5.699805828730265,0.8574617486459797,0.3236110817925812,0.8527968596663396,0.85
4,5.742570312817891,5.718986245791117,0.8595822494110195,0.3261227987460744,0.868421052631579,0.85
5,5.570491582552592,5.648642210960388,0.8582257095393334,0.3324987039904856,0.8725326196052191,0.85
6,5.553212443987529,5.584218416213989,0.8720478111878548,0.34226329098965524,0.8634304207119741,0.87
7,5.537946238517761,5.559193164507548,0.8683046577856098,0.34421752228296126,0.8606451612903225,0.87
8,5.53765898068746,5.571861743927002,0.8771250799011674,0.34172563491442776,0.8897610921501706,0.85
9,5.412690116564433,5.464347976048788,0.8794786430260532,0.3567135772746212,0.88608435735636,0.87
10,5.3929474226633705,5.502949101924896,0.8923350437189387,0.35376200211220515,0.8928217002977175,0.88
11,5.302431556383769,5.468161550362905,0.8885189017059841,0.366403093388071,0.8951774949765573,0.87
12,5.423216052055359,5.512343599796295,0.8779790028451838,0.3497263770038033,0.8912162162162162,0.86
13,5.2705317370096845,5.464109090169271,0.8842589319741235,0.3594180829088178,0.8890369876707764,0.87
14,5.403046541213989,5.418405173619588,0.900512904947974,0.37121055501621425,0.8960823373173971,0.88
15,5.323980668385824,5.432014809449513,0.8937822497608181,0.3697291071586041,0.8970099667774086,0.88
16,5.141339914004008,5.38440301656723,0.8865782100951003,0.3720577730027093,0.8974445191661062,0.87
17,5.401637225151062,5.394660999774933,0.8896884557769963,0.3685399551551855,0.898721399730821,0.87
18,5.211155093510945,5.318309723536173,0.8999633710298302,0.38312180149894803,0.8932896890343699,0.89
19,5.192282818158468,5.305523582299551,0.9000519201017633,0.38388301843451667,0.8985841290747448,0.89
20,5.208773670196533,5.361303652922312,0.8945626266150885,0.3726750922966383,0.896551724137931,0.89
21,5.175138058662415,5.382366762955983,0.8937428603548182,0.37354344422618263,0.9113233287858117,0.87
22,5.123035351435344,5.316206184228261,0.904927600588818,0.3783220272840223,0.9130875887724045,0.88
23,5.05838840007782,5.357272450129191,0.9046070103409776,0.37775347927735853,0.9018506278916061,0.89
24,5.185488022168477,5.337873647212982,0.8949483210219195,0.3841292258376603,0.9008678237650201,0.88
25,5.159781357447306,5.318506060441335,0.8968626934174962,0.38174564415476814,0.8982883475971034,0.89
26,5.166927873293559,5.289095083077749,0.9057549631937524,0.3866791640902785,0.9084553928095872,0.89
27,5.2134806394577025,5.385902243455251,0.8945767612815146,0.38202054912137945,0.9006666666666666,0.88
28,5.181936109860738,5.305796703497569,0.9042071436798467,0.387929407492574,0.9039417025505134,0.89
29,5.22723956267039,5.294380109310151,0.9008083255532563,0.3860622276482147,0.9009574116870254,0.89
30,5.051417682965597,5.258289396762848,0.9011826032766993,0.3878096822971853,0.892049127343245,0.9
31,5.022170743942261,5.276039918263753,0.8981977012412873,0.3861765505758553,0.8982883475971034,0.89
32,5.098034264246623,5.32455215771993,0.8903101503347788,0.38025173672375706,0.8928217002977175,0.88
33,5.043408919970195,5.235734150409699,0.9076225542232441,0.38925322559424036,0.9146300636089723,0.89
34,4.989701112111409,5.284530266125997,0.9052552116290321,0.3889060772463524,0.9111853088480801,0.89
35,4.976425704956054,5.258699400424957,0.9043929999443869,0.39194823005009416,0.9048723897911833,0.89
36,5.005660872459412,5.2792319846153255,0.9011953901479576,0.39313791580770513,0.9096666666666666,0.89
37,5.099947193463644,5.29454647064209,0.8923837118778877,0.38571974054584596,0.8902637577336373,0.89
38,5.065494864781698,5.255740937391917,0.906174175177148,0.39177897531994155,0.9004893964110929,0.9
39,4.96220317363739,5.215271321137746,0.907798902451999,0.3981878540039366,0.9034685863874345,0.9
40,5.057529943784078,5.254554263750712,0.9052077722552124,0.39184025723771715,0.8970110461338532,0.9
41,5.13541957060496,5.2344596028327945,0.9043959601168269,0.3938963482226185,0.9075490522115065,0.89
42,4.890869819323222,5.223333489100138,0.903097066119269,0.39567345109634217,0.9149440867502542,0.88
43,5.009886487325033,5.28735718647639,0.8988662226788656,0.3915480303757898,0.911516379601486,0.88
44,4.952460867563883,5.194730090300242,0.9048182006461534,0.39876205143389737,0.9033752481800132,0.89
45,4.918920156160991,5.245008645852407,0.9029598831773792,0.39543139464843025,0.9027777777777778,0.89
46,4.925100291570027,5.264563000202179,0.9049302674227399,0.3866218529710877,0.8990556821882123,0.9
47,4.912338302930196,5.216011609236399,0.9063407250728728,0.39454180089893476,0.9075961854653075,0.9
48,4.929930790265401,5.225313557783763,0.9037429336960409,0.39230760215158433,0.905511811023622,0.9
49,4.953113398551941,5.261596600214641,0.905930928231127,0.38839893223839084,0.9073587385019711,0.9
50,4.824784979820252,5.232988363901774,0.9109745417046006,0.3919217085632168,0.9053484602917342,0.91
