x,y,c
411.54999999999995,791.21,0.0
411.54999999999995,830.99,0.0
411.54999999999995,870.77,2.3553443437258627e-07
411.54999999999995,910.5500000000001,9.421377374903477e-08
411.54999999999995,950.33,0.0
411.54999999999995,990.11,1.4132066062355215e-07
446.09000000000003,35.39,0.0
446.09000000000003,75.17,0.0
446.09000000000003,114.95,0.0
446.09000000000003,154.73000000000002,0.0
446.09000000000003,194.51,4.7106886874517356e-08
446.09000000000003,234.29000000000002,9.421377374903471e-08
446.09000000000003,274.07000000000005,2.8264132124710394e-07
446.09000000000003,313.85,4.710688687451738e-08
446.09000000000003,353.63,3.203268307467182e-06
446.09000000000003,393.40999999999997,2.119809909353279e-06
446.09000000000003,433.19000000000005,1.648741040608106e-06
446.09000000000003,472.97,2.3553443437258696e-07
446.09000000000003,512.75,9.421377374903477e-08
446.09000000000003,552.53,7.066033031177588e-07
446.09000000000003,592.3100000000001,2.8735200993455605e-06
446.09000000000003,632.09,7.77263633429537e-06
446.09000000000003,671.87,6.877605483679539e-06
446.09000000000003,711.65,0.0
446.09000000000003,751.4300000000001,0.0
446.09000000000003,791.21,0.0
446.09000000000003,830.99,0.0
446.09000000000003,870.77,4.710688687451725e-08
446.09000000000003,910.5500000000001,9.421377374903477e-08
446.09000000000003,950.33,3.297482081216217e-07
446.09000000000003,990.11,0.0
480.63,35.39,0.0
480.63,75.17,0.0
480.63,114.95,0.0
480.63,154.73000000000002,4.7106886874517436e-08
480.63,194.51,0.0
480.63,234.29000000000002,0.0
480.63,274.07000000000005,9.42137737490348e-08
480.63,313.85,1.8842754749806987e-07
480.63,353.63,1.2247790587374542e-06
480.63,393.40999999999997,2.967733873094596e-06
480.63,433.19000000000005,2.8264132124710437e-06
480.63,472.97,9.84533935677415e-06
480.63,512.75,1.1682507944880331e-05
480.63,552.53,1.1541187284256746e-05
480.63,592.3100000000001,9.65691180927608e-06
480.63,632.09,7.207353691801172e-06
480.63,671.87,1.8371685881061812e-06
480.63,711.65,0.0
480.63,751.4300000000001,0.0
480.63,791.21,0.0
480.63,830.99,2.355344343725873e-07
480.63,870.77,1.8842754749806932e-07
480.63,910.5500000000001,9.421377374903494e-08
480.63,950.33,0.0
480.63,990.11,0.0
515.1700000000001,35.39,0.0
515.1700000000001,75.17,0.0
515.1700000000001,114.95,0.0
515.1700000000001,154.73000000000002,0.0
515.1700000000001,194.51,0.0
515.1700000000001,234.29000000000002,0.0
515.1700000000001,274.07000000000005,0.0
515.1700000000001,313.85,3.297482081216212e-07
515.1700000000001,353.63,5.464398877444008e-06
515.1700000000001,393.40999999999997,1.672294484045362e-05
515.1700000000001,433.19000000000005,2.8311239011584864e-05
515.1700000000001,472.97,2.2846840134140893e-05
515.1700000000001,512.75,1.5545272668590713e-06
515.1700000000001,552.53,1.4132066062355153e-06
515.1700000000001,592.3100000000001,9.421377374903462e-08
515.1700000000001,632.09,8.479239637413116e-07
515.1700000000001,671.87,3.061947646843625e-06
515.1700000000001,711.65,0.0
515.1700000000001,751.4300000000001,0.0
515.1700000000001,791.21,9.421377374903461e-07
515.1700000000001,830.99,3.721444063086867e-06
515.1700000000001,870.77,1.4132066062355155e-07
515.1700000000001,910.5500000000001,0.0
515.1700000000001,950.33,0.0
515.1700000000001,990.11,0.0
549.71,35.39,0.0
549.71,75.17,0.0
549.71,114.95,0.0
549.71,154.73000000000002,0.0
549.71,194.51,0.0
549.71,234.29000000000002,0.0
549.71,274.07000000000005,0.0
549.71,313.85,3.862764723710432e-06
549.71,353.63,2.1763381736027067e-05
549.71,393.40999999999997,1.267175256924518e-05
549.71,433.19000000000005,1.6487410406081089e-06
549.71,472.97,8.714774071785731e-06
549.71,512.75,2.0020426921669923e-05
549.71,552.53,7.254460578675668e-06
549.71,592.3100000000001,9.421377374903494e-08
549.71,632.09,3.7685509499613975e-07
549.71,671.87,5.4643988774440255e-06
549.71,711.65,0.0
549.71,751.4300000000001,0.0
549.71,791.21,0.0
549.71,830.99,3.203268307467187e-06
549.71,870.77,6.547857275557909e-06
549.71,910.5500000000001,6.50075038868341e-06
549.71,950.33,9.892446243648667e-07
549.71,990.11,7.584208786797313e-06
584.25,35.39,0.0
584.25,75.17,0.0
584.25,114.95,0.0
584.25,154.73000000000002,0.0
584.25,194.51,0.0
584.25,234.29000000000002,0.0
584.25,274.07000000000005,0.0
584.25,313.85,1.6063448424210455e-05
584.25,353.63,1.1305652849884192e-05
584.25,393.40999999999997,2.025596135604248e-06
584.25,433.19000000000005,3.2974820812162176e-07
584.25,472.97,0.0
584.25,512.75,6.123895293687271e-07
584.25,552.53,1.742954814357141e-06
584.25,592.3100000000001,9.421377374903494e-08
584.25,632.09,2.826413212471048e-07
584.25,671.87,6.453643501808892e-06
584.25,711.65,0.0
584.25,751.4300000000001,0.0
584.25,791.21,0.0
584.25,830.99,1.2718859456119713e-06
584.25,870.77,2.5437718912239355e-06
584.25,910.5500000000001,7.06603303117762e-06
584.25,950.33,9.609804922401563e-06
584.25,990.11,5.4643988774440255e-06
618.79,35.39,0.0
618.79,75.17,0.0
618.79,114.95,0.0
618.79,154.73000000000002,0.0
618.79,194.51,0.0
618.79,234.29000000000002,1.413206606235523e-07
618.79,274.07000000000005,4.71068868745174e-08
618.79,313.85,4.239619818706572e-07
618.79,353.63,3.90987161058495e-06
618.79,393.40999999999997,5.181757556196913e-07
618.79,433.19000000000005,0.0
618.79,472.97,0.0
618.79,512.75,2.355344343725873e-07
618.79,552.53,1.978489248729728e-06
618.79,592.3100000000001,6.123895293687271e-07
618.79,632.09,2.826413212471048e-07
618.79,671.87,7.4899950130482765e-06
618.79,711.65,9.421377374903494e-08
618.79,751.4300000000001,0.0
618.79,791.21,0.0
618.79,830.99,3.109054533718153e-06
618.79,870.77,8.99741539303281e-06
618.79,910.5500000000001,5.134650669322404e-06
618.79,950.33,8.008170768667968e-07
618.79,990.11,0.0
653.3299999999999,35.39,0.0
653.3299999999999,75.17,0.0
653.3299999999999,114.95,0.0
653.3299999999999,154.73000000000002,0.0
653.3299999999999,194.51,0.0
653.3299999999999,234.29000000000002,4.710688687451727e-08
653.3299999999999,274.07000000000005,2.8264132124710346e-07
653.3299999999999,313.85,1.4132066062355194e-07
653.3299999999999,353.63,4.522261139953662e-06
653.3299999999999,393.40999999999997,1.4132066062355173e-07
653.3299999999999,433.19000000000005,0.0
653.3299999999999,472.97,0.0
653.3299999999999,512.75,0.0
653.3299999999999,552.53,7.537101899922748e-07
653.3299999999999,592.3100000000001,1.507420379984554e-06
653.3299999999999,632.09,8.008170768667943e-07
653.3299999999999,671.87,1.0646156433640912e-05
653.3299999999999,711.65,8.479239637413116e-07
653.3299999999999,751.4300000000001,0.0
653.3299999999999,791.21,2.4495581174749003e-06
653.3299999999999,830.99,4.475154253079144e-06
653.3299999999999,870.77,2.3553443437258585e-07
653.3299999999999,910.5500000000001,0.0
653.3299999999999,950.33,0.0
653.3299999999999,990.11,0.0
687.87,35.39,0.0
687.87,75.17,0.0
687.87,114.95,0.0
687.87,154.73000000000002,1.8842754749806974e-07
687.87,194.51,0.0
687.87,234.29000000000002,0.0
687.87,274.07000000000005,2.3553443437258699e-07
687.87,313.85,1.0363515112393841e-06
687.87,353.63,1.6958479274826288e-06
687.87,393.40999999999997,0.0
687.87,433.19000000000005,2.3553443437258699e-07
687.87,472.97,4.710688687451746e-07
687.87,512.75,2.355344343725873e-07
687.87,552.53,3.7685509499613864e-07
687.87,592.3100000000001,8.479239637413144e-07
687.87,632.09,7.537101899922795e-07
687.87,671.87,1.2153576813625506e-05
687.87,711.65,2.355344343725873e-07
687.87,751.4300000000001,4.993330008698837e-06
687.87,791.21,7.348674352424725e-06
687.87,830.99,0.0
687.87,870.77,0.0
687.87,910.5500000000001,0.0
687.87,950.33,0.0
687.87,990.11,0.0
722.41,35.39,0.0
722.41,75.17,4.7106886874517436e-08
722.41,114.95,4.7106886874517436e-08
722.41,154.73000000000002,0.0
722.41,194.51,0.0
722.41,234.29000000000002,0.0
722.41,274.07000000000005,0.0
722.41,313.85,5.181757556196921e-07
722.41,353.63,8.008170768667968e-07
722.41,393.40999999999997,4.71068868745174e-08
722.41,433.19000000000005,0.0
722.41,472.97,0.0
722.41,512.75,0.0
722.41,552.53,0.0
722.41,592.3100000000001,0.0
722.41,632.09,1.0834583981139017e-06
722.41,671.87,1.1164332189260639e-05
722.41,711.65,8.290812089915073e-06
722.41,751.4300000000001,4.475154253079147e-06
722.41,791.21,0.0
722.41,830.99,0.0
722.41,870.77,0.0
722.41,910.5500000000001,0.0
722.41,950.33,0.0
722.41,990.11,0.0
756.95,35.39,0.0
756.95,75.17,0.0
756.95,114.95,4.710688687451727e-08
756.95,154.73000000000002,0.0
756.95,194.51,0.0
756.95,234.29000000000002,0.0
756.95,274.07000000000005,0.0
756.95,313.85,0.0
756.95,353.63,5.181757556196904e-07
756.95,393.40999999999997,0.0
756.95,433.19000000000005,0.0
756.95,472.97,0.0
756.95,512.75,0.0
756.95,552.53,0.0
756.95,592.3100000000001,0.0
756.95,632.09,1.0646156433640912e-05
756.95,671.87,8.997415393032805e-06
756.95,711.65,2.5908787780984523e-06
756.95,751.4300000000001,0.0
756.95,791.21,0.0
756.95,830.99,0.0
756.95,870.77,0.0
756.95,910.5500000000001,0.0
756.95,950.33,0.0
756.95,990.11,0.0
791.49,35.39,0.0
791.49,75.17,0.0
791.49,114.95,0.0
791.49,154.73000000000002,4.7106886874517436e-08
791.49,194.51,0.0
791.49,234.29000000000002,0.0
791.49,274.07000000000005,0.0
791.49,313.85,0.0
791.49,353.63,2.355344343725873e-07
791.49,393.40999999999997,2.3553443437258699e-07
791.49,433.19000000000005,0.0
791.49,472.97,0.0
791.49,512.75,0.0
791.49,552.53,0.0
791.49,592.3100000000001,0.0
791.49,632.09,3.90987161058495e-06
791.49,671.87,9.421377374903494e-08
791.49,711.65,0.0
791.49,751.4300000000001,0.0
791.49,791.21,0.0
791.49,830.99,0.0
791.49,870.77,0.0
791.49,910.5500000000001,0.0
791.49,950.33,0.0
791.49,990.11,0.0
826.03,35.39,0.0
826.03,75.17,0.0
826.03,114.95,0.0
826.03,154.73000000000002,0.0
826.03,194.51,0.0
826.03,234.29000000000002,0.0
826.03,274.07000000000005,0.0
826.03,313.85,0.0
826.03,353.63,1.413206606235524e-07
826.03,393.40999999999997,4.7106886874517397e-07
826.03,433.19000000000005,0.0
826.03,472.97,0.0
826.03,512.75,0.0
826.03,552.53,0.0
826.03,592.3100000000001,1.1776721718629365e-06
826.03,632.09,2.826413212471048e-07
826.03,671.87,4.710688687451746e-07
826.03,711.65,0.0
826.03,751.4300000000001,0.0
826.03,791.21,0.0
826.03,830.99,0.0
826.03,870.77,0.0
826.03,910.5500000000001,0.0
826.03,950.33,0.0
826.03,990.11,0.0
860.5699999999999,35.39,0.0
860.5699999999999,75.17,0.0
860.5699999999999,114.95,0.0
860.5699999999999,154.73000000000002,0.0
860.5699999999999,194.51,4.710688687451727e-08
860.5699999999999,234.29000000000002,0.0
860.5699999999999,274.07000000000005,0.0
860.5699999999999,313.85,0.0
860.5699999999999,353.63,0.0
860.5699999999999,393.40999999999997,5.652826424942069e-07
860.5699999999999,433.19000000000005,4.7106886874517244e-08
860.5699999999999,472.97,0.0
860.5699999999999,512.75,0.0
860.5699999999999,552.53,1.4132066062355155e-07
860.5699999999999,592.3100000000001,2.826413212471039e-07
860.5699999999999,632.09,0.0
860.5699999999999,671.87,9.421377374903462e-08
860.5699999999999,711.65,0.0
860.5699999999999,751.4300000000001,0.0
860.5699999999999,791.21,0.0
860.5699999999999,830.99,0.0
860.5699999999999,870.77,0.0
860.5699999999999,910.5500000000001,0.0
860.5699999999999,950.33,0.0
860.5699999999999,990.11,0.0
895.11,35.39,0.0
895.11,75.17,0.0
895.11,114.95,0.0
895.11,154.73000000000002,0.0
895.11,194.51,0.0
895.11,234.29000000000002,0.0
895.11,274.07000000000005,4.71068868745174e-08
895.11,313.85,0.0
895.11,353.63,0.0
895.11,393.40999999999997,7.066033031177609e-07
895.11,433.19000000000005,4.71068868745174e-08
895.11,472.97,2.355344343725873e-07
895.11,512.75,0.0
895.11,552.53,0.0
895.11,592.3100000000001,0.0
895.11,632.09,0.0
895.11,671.87,0.0
895.11,711.65,0.0
895.11,751.4300000000001,0.0
895.11,791.21,0.0
895.11,830.99,0.0
895.11,870.77,0.0
895.11,910.5500000000001,0.0
895.11,950.33,0.0
895.11,990.11,0.0
929.65,35.39,0.0
929.65,75.17,0.0
929.65,114.95,0.0
929.65,154.73000000000002,0.0
929.65,194.51,0.0
929.65,234.29000000000002,0.0
929.65,274.07000000000005,0.0
929.65,313.85,4.710688687451747e-08
929.65,353.63,0.0
929.65,393.40999999999997,5.181757556196913e-07
929.65,433.19000000000005,9.42137737490348e-08
929.65,472.97,1.8842754749806987e-07
929.65,512.75,0.0
929.65,552.53,0.0
929.65,592.3100000000001,0.0
929.65,632.09,0.0
929.65,671.87,0.0
929.65,711.65,0.0
929.65,751.4300000000001,0.0
929.65,791.21,0.0
929.65,830.99,0.0
929.65,870.77,0.0
929.65,910.5500000000001,0.0
929.65,950.33,0.0
929.65,990.11,0.0
964.19,35.39,0.0
964.19,75.17,0.0
964.19,114.95,0.0
964.19,154.73000000000002,0.0
964.19,194.51,0.0
964.19,234.29000000000002,0.0
964.19,274.07000000000005,0.0
964.19,313.85,0.0
964.19,353.63,0.0
964.19,393.40999999999997,3.7685509499613795e-07
964.19,433.19000000000005,9.89244624364862e-07
964.19,472.97,2.826413212471039e-07
964.19,512.75,0.0
964.19,552.53,0.0
964.19,592.3100000000001,0.0
964.19,632.09,0.0
964.19,671.87,0.0
964.19,711.65,0.0
964.19,751.4300000000001,0.0
964.19,791.21,0.0
964.19,830.99,0.0
964.19,870.77,0.0
964.19,910.5500000000001,0.0
964.19,950.33,0.0
964.19,990.11,0.0
998.73,35.39,0.0
998.73,75.17,0.0
998.73,114.95,0.0
998.73,154.73000000000002,0.0
998.73,194.51,0.0
998.73,234.29000000000002,0.0
998.73,274.07000000000005,0.0
998.73,313.85,0.0
998.73,353.63,0.0
998.73,393.40999999999997,1.884275474980696e-07
998.73,433.19000000000005,1.0363515112393826e-06
998.73,472.97,3.2974820812162224e-07
998.73,512.75,0.0
998.73,552.53,0.0
998.73,592.3100000000001,0.0
998.73,632.09,0.0
998.73,671.87,0.0
998.73,711.65,0.0
998.73,751.4300000000001,0.0
998.73,791.21,0.0
998.73,830.99,0.0
998.73,870.77,0.0
998.73,910.5500000000001,0.0
998.73,950.33,0.0
998.73,990.11,0.0
