time_s,x_simulink_m,theta_simulink_rad,x_multibody_m,theta_multibody_rad
3.4,-0.138706276143443,2.24582407559781,-0.138529321181252,2.24148794696479
3.41,-0.145515207187251,2.18932184401305,-0.145289372212335,2.18508337933978
3.42,-0.15167764162603,2.13400470354863,-0.151404812400064,2.12986255332609
3.43,-0.157208061919595,2.07986526462551,-0.156890229134667,2.07581797495241
3.44,-0.162124076893694,2.02689246731835,-0.161763302376556,2.02293852881643
3.45,-0.166445778619414,1.97507255317178,-0.166044168407141,1.97121043831166
3.46,-0.170195187466239,1.92438987252155,-0.169754870237995,1.92061806368948
3.47,-0.173395778833974,1.87482754358043,-0.17291888839762,1.87114455379315
3.48,-0.176072084116173,1.82636798133276,-0.17556074477885,1.82277236913129
3.49,-0.178249360121517,1.77899331433178,-0.177705673741068,1.77548369406955
3.5,-0.17995333101302,1.7326857064902,-0.179379364361601,1.7292607549777
3.51,-0.181210065548969,1.68742759938378,-0.180607839403443,1.68408605965199
3.52,-0.182046660548485,1.64320188878003,-0.181418240469727,1.63994257156979
3.53,-0.182475425420169,1.59999204726952,-0.181818837655097,1.59681383073404
3.54,-0.182537042512092,1.55778220314146,-0.181868792137651,1.5546840311561
3.55,-0.182283953470592,1.51655718407205,-0.181588726614926,1.51353806347363
3.56,-0.181679945991594,1.47630253281258,-0.180966734690987,1.47336152983379
3.57,-0.18078332810641,1.43700450087506,-0.180053301313246,1.43414073699546
3.58,-0.179613917473675,1.39865002520685,-0.17886872774814,1.39586267260614
3.59,-0.178193803466478,1.36122669200267,-0.177435081007759,1.35851496877355
3.6,-0.17654475432723,1.32472269110167,-0.17577407050473,1.32208585635591
3.61,-0.174687885170367,1.28912676383715,-0.173906746970039,1.28656411281884
3.62,-0.172643565655724,1.25442814672664,-0.171853414415749,1.25193900602988
3.63,-0.170431379661045,1.22061651299168,-0.169633590724751,1.21820023596507
3.64,-0.168070102847048,1.18768191356453,-0.167265985557913,1.18533787597198
3.65,-0.165577689196165,1.15561471895893,-0.164768487128086,1.15334231495401
3.66,-0.162971263489433,1.12440556314311,-0.162158154895772,1.12220420160339
3.67,-0.160267118432594,1.09404529034697,-0.159451216913459,1.09191439160422
3.68,-0.157480715765342,1.06452490555385,-0.156663071152758,1.0624638985462
3.69,-0.154626690944205,1.03583552926623,-0.153808290401765,1.0338438491293
3.7,-0.151718861106256,1.00796835698965,-0.15090063043647,1.00604544309475
3.71,-0.1487702360761,0.980914623747717,-0.147953041225556,0.979059918187434
3.72,-0.145793032203337,0.954665573821297,-0.144977680953047,0.952878520335176
3.73,-0.142798688825922,0.929212435796664,-0.141985932651847,0.927492479123267
3.74,-0.139797887153803,0.904546402909022,-0.138988423240582,0.902892988544694
3.75,-0.136800571361201,0.880658618580368,-0.135995044750526,0.879071192920173
3.76,-0.133815971667702,0.857540166973554,-0.133014977521596,0.856018177805794
3.77,-0.130852629179934,0.835182068318226,-0.130056715138447,0.833724965640867
3.78,-0.12791842225837,0.813575278708958,-0.127128090870867,0.812182515834069
3.79,-0.125020594168728,0.792710694031532,-0.124236305377998,0.791381728942578
3.8,-0.122165781775108,0.772579157639674,-0.121387955433973,0.77131345456599
3.81,-0.119360045032889,0.753171471381395,-0.118589063433759,0.751968502554474
3.82,-0.116608897043455,0.734478409560732,-0.115845107442325,0.733337657117892
3.83,-0.113917334440105,0.716490735416575,-0.11316105155782,0.715411693419096
3.84,-0.11128986788469,0.699199219704306,-0.110541376369759,0.69818139623908
3.85,-0.108730552467352,0.682594660977352,-0.107990109306228,0.681637580313461
3.86,-0.106243017816686,0.666667907183251,-0.105510854679114,0.665771111957446
3.87,-0.103830497744355,0.651409878211348,-0.103106823253088,0.650572931619152
