epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.44725,2.32508,2.97844,1.03307,0.03979,0.36608,0.13891,0.05952,1.82573,2.91379,0.86362,0.00046676,0.00046676,0.00046676
2,5.88362,1.76386,1.56863,0.87433,0.48096,0.47581,0.412,0.1968,1.61904,1.96669,0.85934,0.000931376,0.000931376,0.000931376
3,7.33153,1.73566,1.4368,0.86153,0.4782,0.63289,0.45936,0.24137,1.57143,1.5516,0.85286,0.00137685,0.00137685,0.00137685
4,8.74317,1.69057,1.32443,0.85833,0.47881,0.65901,0.48233,0.22756,1.72322,1.50854,0.86204,0.00156798,0.00156798,0.00156798
5,10.1327,1.6241,1.23126,0.85287,0.56273,0.69594,0.68034,0.38572,1.33717,1.24953,0.82615,0.00153497,0.00153497,0.00153497
6,11.5273,1.50018,1.13139,0.8369,0.60082,0.73356,0.71438,0.41999,1.23199,1.1075,0.8092,0.00150197,0.00150197,0.00150197
7,12.9346,1.41406,1.05525,0.83329,0.59221,0.71796,0.68111,0.40694,1.20627,1.17452,0.80776,0.00146896,0.00146896,0.00146896
8,14.3175,1.41698,1.01473,0.83181,0.66632,0.75455,0.73918,0.43627,1.18441,1.06173,0.80479,0.00143595,0.00143595,0.00143595
9,15.7091,1.47562,0.99515,0.83545,0.78498,0.77731,0.83079,0.4455,1.35879,0.91631,0.8173,0.00140295,0.00140295,0.00140295
10,17.1088,1.41128,0.94866,0.82193,0.70022,0.80275,0.81103,0.48932,1.1684,0.87527,0.8055,0.00136994,0.00136994,0.00136994
11,18.5088,1.40309,0.91019,0.82952,0.79652,0.80981,0.85333,0.49828,1.23409,0.78089,0.80775,0.00133693,0.00133693,0.00133693
12,19.9029,1.3634,0.87621,0.82136,0.78567,0.80324,0.86538,0.52026,1.18775,0.84016,0.80275,0.00130393,0.00130393,0.00130393
13,21.2937,1.27347,0.82254,0.82201,0.82711,0.79804,0.87422,0.52889,1.13679,0.77959,0.79952,0.00127092,0.00127092,0.00127092
14,22.6795,1.31287,0.82453,0.8205,0.79915,0.82715,0.85227,0.5467,1.07821,0.76824,0.79736,0.00123791,0.00123791,0.00123791
15,24.066,1.26848,0.82211,0.81643,0.78908,0.80644,0.86538,0.54783,1.15784,0.80606,0.8026,0.00120491,0.00120491,0.00120491
16,25.4563,1.26495,0.79571,0.81836,0.78187,0.82161,0.86137,0.5533,1.08969,0.77412,0.79648,0.0011719,0.0011719,0.0011719
17,26.8424,1.25515,0.7691,0.81886,0.83111,0.81788,0.88565,0.57891,1.09549,0.70434,0.79759,0.00113889,0.00113889,0.00113889
18,28.223,1.19702,0.7292,0.81192,0.88421,0.80009,0.89971,0.61084,1.02713,0.65631,0.79653,0.00110589,0.00110589,0.00110589
19,29.6246,1.21666,0.74103,0.8137,0.81158,0.84604,0.88205,0.58239,1.1051,0.72008,0.80052,0.00107288,0.00107288,0.00107288
20,31.0223,1.19993,0.71731,0.80941,0.83329,0.82998,0.88602,0.60303,1.02539,0.67999,0.79705,0.00103987,0.00103987,0.00103987
21,32.4009,1.173,0.72345,0.81487,0.8405,0.84456,0.88534,0.60281,1.0168,0.64267,0.79212,0.00100687,0.00100687,0.00100687
22,33.7757,1.16197,0.69861,0.81194,0.85909,0.82921,0.89262,0.60961,1.01873,0.61852,0.79381,0.000973861,0.000973861,0.000973861
23,35.159,1.16124,0.67363,0.80885,0.86636,0.83546,0.90844,0.62479,1.02044,0.62067,0.79363,0.000940855,0.000940855,0.000940855
24,36.5537,1.14789,0.67263,0.80567,0.85613,0.85195,0.90337,0.62068,1.03047,0.63632,0.79307,0.000907848,0.000907848,0.000907848
25,37.9393,1.20788,0.68116,0.80435,0.79555,0.85029,0.91019,0.63365,0.98544,0.66996,0.79002,0.000874842,0.000874842,0.000874842
26,39.3182,1.14391,0.65088,0.80807,0.88861,0.85035,0.9067,0.62829,0.98821,0.60735,0.79185,0.000841835,0.000841835,0.000841835
27,40.7075,1.13146,0.65159,0.80012,0.85206,0.85537,0.90122,0.62321,0.99925,0.61051,0.79079,0.000808828,0.000808828,0.000808828
28,42.1051,1.08344,0.62626,0.80452,0.88326,0.86246,0.91609,0.63782,0.96224,0.58014,0.7879,0.000775822,0.000775822,0.000775822
29,43.4877,1.13967,0.63884,0.80265,0.84057,0.84409,0.89055,0.61111,1.01854,0.65851,0.79391,0.000742815,0.000742815,0.000742815
30,44.8757,1.08827,0.61185,0.80182,0.82001,0.84842,0.90492,0.64254,0.95887,0.6227,0.79027,0.000709809,0.000709809,0.000709809
31,46.262,1.09016,0.60985,0.804,0.85688,0.83758,0.91356,0.65065,0.94464,0.60684,0.78806,0.000676802,0.000676802,0.000676802
32,47.6582,1.11325,0.61481,0.80331,0.83106,0.84226,0.90381,0.63874,0.97932,0.65392,0.79183,0.000643795,0.000643795,0.000643795
33,49.0255,1.07518,0.60168,0.80037,0.84699,0.84745,0.90676,0.64123,0.95889,0.60804,0.78981,0.000610789,0.000610789,0.000610789
34,50.4122,1.07267,0.59585,0.80057,0.85774,0.84321,0.90284,0.64022,0.96381,0.62641,0.78953,0.000577782,0.000577782,0.000577782
35,51.7824,1.0761,0.59071,0.7984,0.85598,0.84352,0.89549,0.63336,0.9794,0.61594,0.78993,0.000544776,0.000544776,0.000544776
36,53.1693,1.10521,0.59176,0.79582,0.86286,0.83167,0.9032,0.64055,0.95251,0.58741,0.78687,0.000511769,0.000511769,0.000511769
37,54.5541,1.04237,0.57937,0.7967,0.84545,0.85936,0.91031,0.65169,0.9473,0.57512,0.78793,0.000478762,0.000478762,0.000478762
38,55.9575,1.11464,0.59383,0.79548,0.85613,0.85382,0.91701,0.66912,0.89214,0.55112,0.78363,0.000445756,0.000445756,0.000445756
39,57.3462,1.05811,0.5657,0.79903,0.84712,0.84883,0.91684,0.65372,0.9537,0.58211,0.78853,0.000412749,0.000412749,0.000412749
40,58.7378,1.04214,0.56671,0.79491,0.85188,0.83261,0.91,0.66445,0.91274,0.57385,0.78606,0.000379743,0.000379743,0.000379743
41,61.2453,0.9255,0.5272,0.80525,0.87264,0.84332,0.90369,0.65076,0.92708,0.56986,0.7877,0.000346736,0.000346736,0.000346736
42,62.6372,0.91081,0.51677,0.80422,0.86444,0.84129,0.90329,0.63764,0.98552,0.57659,0.7915,0.000313729,0.000313729,0.000313729
43,63.945,0.92555,0.52176,0.80606,0.86269,0.83706,0.90843,0.65327,0.92554,0.59813,0.78654,0.000280723,0.000280723,0.000280723
44,65.2513,0.91164,0.50838,0.79857,0.8476,0.85861,0.90603,0.65791,0.91189,0.5744,0.78531,0.000247716,0.000247716,0.000247716
45,66.5516,0.91199,0.50259,0.80018,0.86814,0.85414,0.90878,0.65411,0.93969,0.57376,0.78699,0.00021471,0.00021471,0.00021471
46,67.8362,0.89729,0.49317,0.80554,0.85658,0.83827,0.90331,0.65404,0.9193,0.57595,0.78758,0.000181703,0.000181703,0.000181703
47,69.136,0.88929,0.49432,0.8017,0.84157,0.83659,0.89028,0.65119,0.90024,0.62137,0.78563,0.000148696,0.000148696,0.000148696
48,70.4505,0.89412,0.48804,0.80154,0.86234,0.84557,0.90086,0.65753,0.89788,0.58365,0.78423,0.00011569,0.00011569,0.00011569
49,71.7531,0.88727,0.48645,0.79915,0.84998,0.84445,0.90132,0.66043,0.89726,0.57173,0.78511,8.26832e-05,8.26832e-05,8.26832e-05
50,73.0531,0.8794,0.48176,0.79862,0.84176,0.84513,0.89971,0.66468,0.88052,0.5803,0.78443,4.96766e-05,4.96766e-05,4.96766e-05
