TIME,CH1,CH2,,Model,TBS1052C
-1.66E-01,3.08,3.28,,,
-1.65E-01,3.08,3.28,,,
-1.64E-01,3.08,3.28,,,
-1.63E-01,3.1,3.28,,,
-1.62E-01,3.08,3.28,,,
-1.62E-01,3.08,3.28,,,
-1.61E-01,3.08,3.28,,,
-1.60E-01,3.1,3.28,,,
-1.59E-01,3.08,3.28,,,
-1.58E-01,3.1,3.28,,,
-1.58E-01,3.08,3.28,,,
-1.57E-01,3.08,3.28,,,
-1.56E-01,3.08,3.28,,,
-1.55E-01,3.08,3.28,,,
-1.54E-01,3.08,3.28,,,
-1.54E-01,3.08,3.28,,,
-1.53E-01,3.08,3.28,,,
-1.52E-01,3.08,3.28,,,
-1.51E-01,3.08,3.28,,,
-1.50E-01,3.1,3.28,,,
-1.50E-01,3.08,3.28,,,
-1.49E-01,3.1,3.28,,,
-1.48E-01,3.08,3.28,,,
-1.47E-01,3.12,3.2,,,
-1.46E-01,3.1,3.28,,,
-1.46E-01,3.1,3.28,,,
-1.45E-01,3.1,3.28,,,
-1.44E-01,3.1,3.28,,,
-1.43E-01,3.1,3.28,,,
-1.42E-01,3.12,3.28,,,
-1.42E-01,3.1,3.28,,,
-1.41E-01,3.1,3.28,,,
-1.40E-01,3.1,3.28,,,
-1.39E-01,3.12,3.28,,,
-1.38E-01,3.1,3.28,,,
-1.38E-01,3.12,3.28,,,
-1.37E-01,3.1,3.28,,,
-1.36E-01,3.1,3.28,,,
-1.35E-01,3.12,3.28,,,
-1.34E-01,3.1,3.28,,,
-1.34E-01,3.1,3.28,,,
-1.33E-01,3.12,3.28,,,
-1.32E-01,3.12,3.28,,,
-1.31E-01,3.12,3.28,,,
-1.30E-01,3.12,3.28,,,
-1.30E-01,3.12,3.28,,,
-1.29E-01,3.12,3.28,,,
-1.28E-01,3.12,3.28,,,
-1.27E-01,3.12,3.28,,,
-1.26E-01,3.12,3.28,,,
-1.26E-01,3.12,3.28,,,
-1.25E-01,3.12,3.28,,,
-1.24E-01,3.12,3.28,,,
-1.23E-01,3.12,3.28,,,
-1.22E-01,3.12,3.28,,,
-1.22E-01,3.12,3.28,,,
-1.21E-01,3.12,3.28,,,
-1.20E-01,3.12,3.28,,,
-1.19E-01,3.14,3.28,,,
-1.18E-01,3.12,3.28,,,
-1.18E-01,3.12,3.28,,,
-1.17E-01,3.12,3.28,,,
-1.16E-01,3.12,3.28,,,
-1.15E-01,3.14,3.28,,,
-1.14E-01,3.14,3.28,,,
-1.14E-01,3.14,3.28,,,
-1.13E-01,3.14,3.28,,,
-1.12E-01,3.16,3.28,,,
-1.11E-01,3.14,3.28,,,
-1.10E-01,3.16,3.28,,,
-1.10E-01,3.16,3.28,,,
-1.09E-01,3.12,3.36,,,
-1.08E-01,3.18,3.28,,,
-1.07E-01,3.18,3.28,,,
-1.06E-01,3,3.36,,,
-1.06E-01,3.18,3.28,,,
-1.05E-01,3.18,3.28,,,
-1.04E-01,3,3.36,,,
-1.03E-01,3.18,3.28,,,
-1.02E-01,3.16,3.28,,,
-1.02E-01,2.98,3.44,,,
-1.01E-01,3.18,3.28,,,
-1.00E-01,3.16,3.28,,,
-9.92E-02,3,3.36,,,
-9.84E-02,3.18,3.28,,,
-9.76E-02,3.16,3.2,,,
-9.68E-02,3.16,3.28,,,
-9.60E-02,3.16,3.28,,,
-9.52E-02,3.16,3.28,,,
-9.44E-02,3.16,3.28,,,
-9.36E-02,3.16,3.28,,,
-9.28E-02,3.16,3.28,,,
-9.20E-02,3.16,3.28,,,
-9.12E-02,3.16,3.28,,,
-9.04E-02,3.18,3.28,,,
-8.96E-02,3.16,3.28,,,
-8.88E-02,3.16,3.28,,,
-8.80E-02,3.16,3.28,,,
-8.72E-02,3.16,3.28,,,
-8.64E-02,3.18,3.28,,,
-8.56E-02,3.02,3.36,,,
-8.48E-02,3.18,3.28,,,
-8.40E-02,3.18,3.28,,,
-8.32E-02,3.16,3.28,,,
-8.24E-02,3.18,3.28,,,
-8.16E-02,3.16,3.28,,,
-8.08E-02,3.18,3.28,,,
-8.00E-02,3.18,3.28,,,
-7.92E-02,3.18,3.28,,,
-7.84E-02,3.16,3.28,,,
-7.76E-02,3.18,3.28,,,
-7.68E-02,3.14,3.28,,,
-7.60E-02,3.16,3.28,,,
-7.52E-02,3.18,3.28,,,
-7.44E-02,3.2,3.2,,,
-7.36E-02,3.18,3.28,,,
-7.28E-02,3.18,3.28,,,
-7.20E-02,3.04,3.36,,,
-7.12E-02,3.18,3.28,,,
-7.04E-02,3.18,3.28,,,
-6.96E-02,3.06,3.36,,,
-6.88E-02,3.16,3.28,,,
-6.80E-02,3.18,3.28,,,
-6.72E-02,3.1,3.36,,,
-6.64E-02,3.16,3.28,,,
-6.56E-02,3.16,3.28,,,
-6.48E-02,3.16,3.28,,,
-6.40E-02,3.16,3.28,,,
-6.32E-02,3.16,3.28,,,
-6.24E-02,3.16,3.28,,,
-6.16E-02,3.16,3.28,,,
-6.08E-02,3.16,3.28,,,
-6.00E-02,3.16,3.28,,,
-5.92E-02,3.16,3.28,,,
-5.84E-02,3.16,3.28,,,
-5.76E-02,3.16,3.28,,,
-5.68E-02,3.16,3.28,,,
-5.60E-02,3.18,3.28,,,
-5.52E-02,3.18,3.28,,,
-5.44E-02,3.16,3.2,,,
-5.36E-02,3.18,3.28,,,
-5.28E-02,3.16,3.28,,,
-5.20E-02,3.16,3.28,,,
-5.12E-02,3.16,3.28,,,
-5.04E-02,3.18,3.28,,,
-4.96E-02,3.16,3.28,,,
-4.88E-02,3.16,3.28,,,
-4.80E-02,3.18,3.28,,,
-4.72E-02,3.18,3.28,,,
-4.64E-02,3.18,3.28,,,
-4.56E-02,3.16,3.28,,,
-4.48E-02,3.16,3.28,,,
-4.40E-02,3.16,3.28,,,
-4.32E-02,3.16,3.28,,,
-4.24E-02,3.16,3.28,,,
-4.16E-02,3.16,3.28,,,
-4.08E-02,3.16,3.28,,,
-4.00E-02,3.18,3.28,,,
-3.92E-02,3.16,3.28,,,
-3.84E-02,3.16,3.28,,,
-3.76E-02,3.14,3.28,,,
-3.68E-02,3.16,3.28,,,
-3.60E-02,3.16,3.28,,,
-3.52E-02,3.12,3.36,,,
-3.44E-02,3.16,3.28,,,
-3.36E-02,3.16,3.28,,,
-3.28E-02,3.16,3.28,,,
-3.20E-02,3.16,3.28,,,
-3.12E-02,3.16,3.28,,,
-3.04E-02,3.18,3.28,,,
-2.96E-02,3.18,3.28,,,
-2.88E-02,3.18,3.28,,,
-2.80E-02,3.16,3.28,,,
-2.72E-02,3.16,3.28,,,
-2.64E-02,3.18,3.28,,,
-2.56E-02,3.16,3.28,,,
-2.48E-02,3.16,3.28,,,
-2.40E-02,3.16,3.28,,,
-2.32E-02,3.16,3.28,,,
-2.24E-02,3.16,3.28,,,
-2.16E-02,3.18,3.28,,,
-2.08E-02,3.16,3.28,,,
-2.00E-02,3.16,3.28,,,
-1.92E-02,3.14,3.28,,,
-1.84E-02,3.16,3.28,,,
-1.76E-02,3.16,3.28,,,
-1.68E-02,3.12,3.28,,,
-1.60E-02,3.16,3.28,,,
-1.52E-02,3.16,3.28,,,
-1.44E-02,3.16,3.28,,,
-1.36E-02,3.16,3.28,,,
-1.28E-02,3.16,3.28,,,
-1.20E-02,3.16,3.28,,,
-1.12E-02,3.16,3.28,,,
-1.04E-02,3.18,3.28,,,
-9.60E-03,3.16,3.28,,,
-8.80E-03,3.18,3.28,,,
-8.00E-03,3.16,3.28,,,
-7.20E-03,3.16,3.28,,,
-6.40E-03,3.16,3.28,,,
-5.60E-03,3.16,3.28,,,
-4.80E-03,3.16,3.28,,,
-4.00E-03,3.16,3.28,,,
-3.20E-03,3.16,3.28,,,
-2.40E-03,3.16,3.28,,,
-1.60E-03,3.16,3.28,,,
-8.00E-04,3.12,3.28,,,
1.46E-14,3.16,3.28,,,
8.00E-04,3.18,3.28,,,
1.60E-03,3.12,3.28,,,
2.40E-03,3.16,3.28,,,
3.20E-03,3.16,3.28,,,
4.00E-03,3.16,3.28,,,
4.80E-03,3.16,3.28,,,
5.60E-03,3.16,3.28,,,
6.40E-03,3.16,3.28,,,
7.20E-03,3.16,3.28,,,
8.00E-03,3.16,3.28,,,
8.80E-03,3.16,3.28,,,
9.60E-03,3.16,3.28,,,
1.04E-02,3.18,3.28,,,
1.12E-02,3.16,3.28,,,
1.20E-02,3.18,3.28,,,
1.28E-02,3.18,3.28,,,
1.36E-02,3.16,3.28,,,
1.44E-02,3.16,3.28,,,
1.52E-02,3.14,3.28,,,
1.60E-02,3.16,3.28,,,
1.68E-02,3.16,3.28,,,
1.76E-02,3.12,3.28,,,
1.84E-02,3.16,3.28,,,
1.92E-02,3.16,3.28,,,
2.00E-02,3.16,3.28,,,
2.08E-02,3.16,3.28,,,
2.16E-02,3.16,3.28,,,
2.24E-02,3.18,3.28,,,
2.32E-02,3.18,3.28,,,
2.40E-02,3.16,3.28,,,
2.48E-02,3.16,3.28,,,
2.56E-02,3.16,3.28,,,
2.64E-02,3.18,3.28,,,
2.72E-02,3.16,3.28,,,
2.80E-02,3.16,3.28,,,
2.88E-02,3.16,3.28,,,
2.96E-02,3.16,3.28,,,
3.04E-02,3.16,3.28,,,
3.12E-02,3.18,3.28,,,
3.20E-02,3.16,3.28,,,
3.28E-02,3.16,3.28,,,
3.36E-02,3.12,3.28,,,
3.44E-02,3.16,3.28,,,
3.52E-02,3.16,3.28,,,
3.60E-02,3.1,3.36,,,
3.68E-02,3.16,3.28,,,
3.76E-02,3.16,3.28,,,
3.84E-02,3.16,3.28,,,
3.92E-02,3.16,3.28,,,
4.00E-02,3.16,3.28,,,
4.08E-02,3.16,3.28,,,
4.16E-02,3.16,3.28,,,
4.24E-02,3.16,3.28,,,
4.32E-02,3.16,3.28,,,
4.40E-02,3.16,3.28,,,
4.48E-02,3.16,3.28,,,
4.56E-02,3.18,3.28,,,
4.64E-02,3.16,3.28,,,
4.72E-02,3.16,3.28,,,
4.80E-02,3.18,3.28,,,
4.88E-02,3.16,3.28,,,
4.96E-02,3.16,3.28,,,
5.04E-02,3.16,3.28,,,
5.12E-02,3.16,3.28,,,
5.20E-02,3.12,3.36,,,
5.28E-02,3.16,3.28,,,
5.36E-02,3.16,3.28,,,
5.44E-02,3.1,3.36,,,
5.52E-02,3.16,3.28,,,
5.60E-02,3.16,3.28,,,
5.68E-02,3.16,3.28,,,
5.76E-02,3.16,3.28,,,
5.84E-02,3.16,3.28,,,
5.92E-02,3.18,3.28,,,
6.00E-02,3.16,3.28,,,
6.08E-02,3.16,3.28,,,
6.16E-02,3.16,3.28,,,
6.24E-02,3.16,3.28,,,
6.32E-02,3.16,3.28,,,
6.40E-02,3.16,3.28,,,
6.48E-02,3.18,3.28,,,
6.56E-02,3.18,3.28,,,
6.64E-02,3.16,3.28,,,
6.72E-02,3.18,3.28,,,
6.80E-02,3.12,3.36,,,
6.88E-02,3.16,3.28,,,
6.96E-02,3.16,3.28,,,
7.04E-02,3.1,3.36,,,
7.12E-02,3.16,3.28,,,
7.20E-02,3.16,3.28,,,
7.28E-02,3.16,3.28,,,
7.36E-02,3.16,3.28,,,
7.44E-02,3.18,3.28,,,
7.52E-02,3.16,3.28,,,
7.60E-02,3.18,3.28,,,
7.68E-02,3.16,3.28,,,
7.76E-02,3.18,3.28,,,
7.84E-02,3.16,3.28,,,
7.92E-02,3.18,3.28,,,
8.00E-02,3.18,3.28,,,
8.08E-02,3.16,3.28,,,
8.16E-02,3.18,3.28,,,
8.24E-02,3.18,3.28,,,
8.32E-02,3.18,3.28,,,
8.40E-02,3.16,3.28,,,
8.48E-02,3.16,3.28,,,
8.56E-02,3.18,3.28,,,
8.64E-02,3.1,3.36,,,
8.72E-02,3.16,3.28,,,
8.80E-02,3.18,3.28,,,
8.88E-02,3.08,3.36,,,
8.96E-02,3.16,3.28,,,
9.04E-02,3.16,3.28,,,
9.12E-02,3.16,3.28,,,
9.20E-02,3.16,3.28,,,
9.28E-02,3.18,3.28,,,
9.36E-02,3.16,3.28,,,
9.44E-02,3.16,3.28,,,
9.52E-02,3.16,3.28,,,
9.60E-02,3.18,3.28,,,
9.68E-02,3.16,3.28,,,
9.76E-02,3.16,3.28,,,
9.84E-02,3.18,3.28,,,
9.92E-02,3.18,3.28,,,
1.00E-01,3.2,3.28,,,
1.01E-01,3.16,3.28,,,
1.02E-01,3.16,3.28,,,
1.02E-01,3.14,3.36,,,
1.03E-01,3.16,3.28,,,
1.04E-01,3.18,3.28,,,
1.05E-01,3.1,3.36,,,
1.06E-01,3.16,3.28,,,
1.06E-01,3.18,3.28,,,
1.07E-01,3.1,3.28,,,
1.08E-01,3.16,3.28,,,
1.09E-01,3.18,3.28,,,
1.10E-01,3.16,3.28,,,
1.10E-01,3.16,3.28,,,
1.11E-01,3.18,3.28,,,
1.12E-01,3.18,3.28,,,
1.13E-01,3.16,3.28,,,
1.14E-01,3.16,3.28,,,
1.14E-01,3.16,3.28,,,
1.15E-01,3.18,3.28,,,
1.16E-01,3.16,3.28,,,
1.17E-01,3.16,3.28,,,
1.18E-01,3.18,3.28,,,
1.18E-01,3.2,3.2,,,
1.19E-01,3.16,3.28,,,
1.20E-01,3.16,3.28,,,
1.21E-01,3.12,3.28,,,
1.22E-01,3.16,3.28,,,
1.22E-01,3.16,3.28,,,
1.23E-01,3.08,3.28,,,
1.24E-01,3.16,3.28,,,
1.25E-01,3.18,3.28,,,
1.26E-01,3.14,3.28,,,
1.26E-01,3.16,3.28,,,
1.27E-01,3.16,3.28,,,
1.28E-01,3.16,3.28,,,
1.29E-01,3.16,3.28,,,
1.30E-01,3.18,3.28,,,
1.30E-01,3.16,3.28,,,
1.31E-01,3.16,3.28,,,
1.32E-01,3.16,3.28,,,
1.33E-01,3.16,3.28,,,
1.34E-01,3.18,3.28,,,
1.34E-01,3.16,3.28,,,
1.35E-01,3.16,3.28,,,
1.36E-01,3.16,3.28,,,
1.37E-01,3.16,3.28,,,
1.38E-01,3.16,3.28,,,
1.38E-01,3.16,3.28,,,
1.39E-01,3.1,3.36,,,
1.40E-01,3.16,3.28,,,
1.41E-01,3.18,3.28,,,
1.42E-01,3.08,3.36,,,
1.42E-01,3.16,3.28,,,
1.43E-01,3.18,3.28,,,
1.44E-01,3.18,3.28,,,
1.45E-01,3.16,3.28,,,
1.46E-01,3.16,3.28,,,
1.46E-01,3.16,3.28,,,
1.47E-01,3.16,3.28,,,
1.48E-01,3.16,3.28,,,
1.49E-01,3.18,3.28,,,
1.50E-01,3.18,3.28,,,
1.50E-01,3.16,3.28,,,
1.51E-01,3.16,3.28,,,
1.52E-01,3.16,3.28,,,
1.53E-01,3.2,3.2,,,
1.54E-01,3.18,3.28,,,
1.54E-01,3.18,3.2,,,
1.55E-01,3.12,3.28,,,
1.56E-01,3.16,3.28,,,
1.57E-01,3.18,3.28,,,
1.58E-01,3.06,3.36,,,
1.58E-01,3.16,3.28,,,
1.59E-01,3.16,3.28,,,
1.60E-01,3.1,3.36,,,
1.61E-01,3.18,3.28,,,
1.62E-01,3.16,3.28,,,
1.62E-01,3.18,3.28,,,
1.63E-01,3.16,3.28,,,
1.64E-01,3.16,3.2,,,
1.65E-01,3.18,3.28,,,
1.66E-01,3.18,3.28,,,
1.66E-01,3.18,3.28,,,
1.67E-01,3.18,3.28,,,
1.68E-01,3.16,3.28,,,
1.69E-01,3.18,3.28,,,
1.70E-01,3.18,3.28,,,
1.70E-01,3.18,3.28,,,
1.71E-01,3.2,3.2,,,
1.72E-01,3.18,3.28,,,
1.73E-01,3.16,3.28,,,
1.74E-01,3.12,3.36,,,
1.74E-01,3.16,3.28,,,
1.75E-01,3.18,3.28,,,
1.76E-01,3.06,3.36,,,
1.77E-01,3.18,3.28,,,
1.78E-01,3.16,3.28,,,
1.78E-01,3.16,3.28,,,
1.79E-01,3.16,3.28,,,
1.80E-01,3.18,3.28,,,
1.81E-01,3.16,3.28,,,
1.82E-01,3.16,3.28,,,
1.82E-01,3.18,3.28,,,
1.83E-01,3.18,3.28,,,
1.84E-01,3.16,3.28,,,
1.85E-01,3.16,3.28,,,
1.86E-01,3.16,3.28,,,
1.86E-01,3.16,3.28,,,
1.87E-01,3.16,3.28,,,
1.88E-01,3.18,3.28,,,
1.89E-01,3.18,3.28,,,
1.90E-01,3.16,3.28,,,
1.90E-01,3.16,3.28,,,
1.91E-01,3.16,3.28,,,
1.92E-01,3.1,3.36,,,
1.93E-01,3.18,3.28,,,
1.94E-01,3.18,3.28,,,
1.94E-01,3.08,3.36,,,
1.95E-01,3.16,3.2,,,
1.96E-01,3.16,3.28,,,
1.97E-01,3.16,3.28,,,
1.98E-01,3.16,3.28,,,
1.98E-01,3.18,3.28,,,
1.99E-01,3.16,3.28,,,
2.00E-01,3.16,3.28,,,
2.01E-01,3.16,3.28,,,
2.02E-01,3.16,3.28,,,
2.02E-01,3.16,3.28,,,
2.03E-01,3.16,3.28,,,
2.04E-01,3.18,3.28,,,
2.05E-01,3.16,3.28,,,
2.06E-01,3.18,3.28,,,
2.06E-01,3.16,3.28,,,
2.07E-01,3.16,3.28,,,
2.08E-01,3.14,3.28,,,
2.09E-01,3.18,3.28,,,
2.10E-01,3.18,3.28,,,
2.10E-01,3.1,3.36,,,
2.11E-01,3.16,3.28,,,
2.12E-01,3.18,3.28,,,
2.13E-01,3.1,3.36,,,
2.14E-01,3.16,3.28,,,
2.14E-01,3.18,3.28,,,
2.15E-01,3.16,3.28,,,
2.16E-01,3.16,3.28,,,
2.17E-01,3.16,3.28,,,
2.18E-01,3.16,3.28,,,
2.18E-01,3.16,3.28,,,
2.19E-01,3.16,3.28,,,
2.20E-01,3.16,3.28,,,
2.21E-01,3.16,3.28,,,
2.22E-01,3.16,3.28,,,
2.22E-01,3.16,3.28,,,
2.23E-01,3.16,3.28,,,
2.24E-01,3.16,3.28,,,
2.25E-01,3.16,3.28,,,
2.26E-01,3.16,3.28,,,
2.26E-01,3.16,3.28,,,
2.27E-01,3.16,3.28,,,
2.28E-01,3.16,3.28,,,
2.29E-01,3.16,3.28,,,
2.30E-01,3.16,3.28,,,
2.30E-01,3.16,3.28,,,
2.31E-01,3.16,3.28,,,
2.32E-01,3.16,3.28,,,
2.33E-01,3.16,3.28,,,
2.34E-01,3.16,3.28,,,
2.34E-01,3.16,3.28,,,
2.35E-01,3.16,3.28,,,
2.36E-01,3.16,3.28,,,
2.37E-01,3.16,3.28,,,
2.38E-01,3.16,3.28,,,
2.38E-01,3.16,3.28,,,
2.39E-01,3.16,3.28,,,
2.40E-01,3.16,3.28,,,
2.41E-01,3.16,3.28,,,
2.42E-01,3.16,3.28,,,
2.42E-01,3.16,3.28,,,
2.43E-01,3.16,3.28,,,
2.44E-01,3.16,3.28,,,
2.45E-01,3.16,3.28,,,
2.46E-01,3.16,3.28,,,
2.46E-01,3.16,3.28,,,
2.47E-01,3.16,3.28,,,
2.48E-01,3.16,3.28,,,
2.49E-01,3.16,3.28,,,
2.50E-01,3.18,3.28,,,
2.50E-01,3.16,3.28,,,
2.51E-01,3.16,3.28,,,
2.52E-01,3.16,3.28,,,
2.53E-01,3.16,3.28,,,
2.54E-01,3.16,3.28,,,
2.54E-01,3.16,3.28,,,
2.55E-01,3.16,3.28,,,
2.56E-01,3.16,3.28,,,
2.57E-01,3.16,3.28,,,
2.58E-01,3.16,3.28,,,
2.58E-01,3.16,3.28,,,
2.59E-01,3.16,3.28,,,
2.60E-01,3.16,3.28,,,
2.61E-01,3.16,3.28,,,
2.62E-01,3.16,3.28,,,
2.62E-01,3.16,3.28,,,
2.63E-01,3.16,3.28,,,
2.64E-01,3.16,3.28,,,
2.65E-01,3.16,3.28,,,
2.66E-01,3.16,3.28,,,
2.66E-01,3.16,3.28,,,
2.67E-01,3.16,3.28,,,
2.68E-01,3.16,3.28,,,
2.69E-01,3.16,3.28,,,
2.70E-01,3.16,3.28,,,
2.70E-01,3.16,3.28,,,
2.71E-01,3.16,3.28,,,
2.72E-01,3.16,3.28,,,
2.73E-01,3.16,3.28,,,
2.74E-01,3.16,3.28,,,
2.74E-01,3.16,3.28,,,
2.75E-01,3.16,3.28,,,
2.76E-01,3.16,3.28,,,
2.77E-01,3.16,3.28,,,
2.78E-01,3.16,3.28,,,
2.78E-01,3.16,3.28,,,
2.79E-01,3.16,3.28,,,
2.80E-01,3.16,3.28,,,
2.81E-01,3.16,3.28,,,
2.82E-01,3.16,3.28,,,
2.82E-01,3.16,3.28,,,
2.83E-01,3.16,3.28,,,
2.84E-01,3.16,3.28,,,
2.85E-01,3.16,3.28,,,
2.86E-01,3.16,3.28,,,
2.86E-01,3.16,3.28,,,
2.87E-01,3.16,3.28,,,
2.88E-01,3.16,3.28,,,
2.89E-01,3.16,3.28,,,
2.90E-01,3.16,3.28,,,
2.90E-01,3.16,3.28,,,
2.91E-01,3.16,3.28,,,
2.92E-01,3.16,3.28,,,
2.93E-01,3.16,3.28,,,
2.94E-01,3.16,3.28,,,
2.94E-01,3.16,3.28,,,
2.95E-01,3.16,3.28,,,
2.96E-01,3.16,3.28,,,
2.97E-01,3.16,3.28,,,
2.98E-01,3.16,3.28,,,
2.98E-01,3.16,3.28,,,
2.99E-01,3.16,3.28,,,
3.00E-01,3.16,3.28,,,
3.01E-01,3.16,3.28,,,
3.02E-01,3.18,3.28,,,
3.02E-01,3.16,3.28,,,
3.03E-01,3.14,3.28,,,
3.04E-01,3.18,3.28,,,
3.05E-01,3.16,3.28,,,
3.06E-01,3.16,3.28,,,
3.06E-01,3.16,3.28,,,
3.07E-01,3.16,3.28,,,
3.08E-01,3.16,3.28,,,
3.09E-01,3.16,3.28,,,
3.10E-01,3.16,3.28,,,
3.10E-01,3.18,3.28,,,
3.11E-01,3.16,3.28,,,
3.12E-01,3.16,3.28,,,
3.13E-01,3.16,3.28,,,
3.14E-01,3.16,3.28,,,
3.14E-01,3.16,3.28,,,
3.15E-01,3.16,3.28,,,
3.16E-01,3.16,3.28,,,
3.17E-01,3.16,3.28,,,
3.18E-01,3.18,3.28,,,
3.18E-01,3.16,3.28,,,
3.19E-01,3.16,3.28,,,
3.20E-01,3.16,3.28,,,
3.21E-01,3.16,3.28,,,
3.22E-01,3.16,3.28,,,
3.22E-01,3.18,3.28,,,
3.23E-01,3.16,3.28,,,
3.24E-01,3.16,3.28,,,
3.25E-01,3.16,3.28,,,
3.26E-01,3.16,3.28,,,
3.26E-01,3.16,3.28,,,
3.27E-01,3.16,3.28,,,
3.28E-01,3.16,3.28,,,
3.29E-01,3.16,3.28,,,
3.30E-01,3.16,3.28,,,
3.30E-01,3.18,3.28,,,
3.31E-01,3.16,3.28,,,
3.32E-01,3.16,3.28,,,
3.33E-01,3.16,3.28,,,
3.34E-01,3.16,3.28,,,
3.34E-01,3.16,3.28,,,
3.35E-01,3.16,3.28,,,
3.36E-01,3.16,3.28,,,
3.37E-01,3.16,3.28,,,
3.38E-01,3.16,3.28,,,
3.38E-01,3.16,3.28,,,
3.39E-01,3.16,3.28,,,
3.40E-01,3.16,3.28,,,
3.41E-01,3.16,3.28,,,
3.42E-01,3.16,3.28,,,
3.42E-01,3.16,3.28,,,
3.43E-01,3.16,3.28,,,
3.44E-01,3.16,3.28,,,
3.45E-01,3.16,3.28,,,
3.46E-01,3.16,3.28,,,
3.46E-01,3.16,3.28,,,
3.47E-01,3.16,3.28,,,
3.48E-01,3.16,3.28,,,
3.49E-01,3.16,3.28,,,
3.50E-01,3.16,3.28,,,
3.50E-01,3.16,3.28,,,
3.51E-01,3.16,3.28,,,
3.52E-01,3.16,3.28,,,
3.53E-01,3.16,3.28,,,
3.54E-01,3.16,3.28,,,
3.54E-01,3.16,3.28,,,
3.55E-01,3.16,3.28,,,
3.56E-01,3.16,3.28,,,
3.57E-01,3.16,3.28,,,
3.58E-01,3.16,3.28,,,
3.58E-01,3.16,3.28,,,
3.59E-01,3.16,3.28,,,
3.60E-01,3.16,3.28,,,
3.61E-01,3.16,3.28,,,
3.62E-01,3.16,3.28,,,
3.62E-01,3.16,3.28,,,
3.63E-01,3.16,3.28,,,
3.64E-01,3.16,3.28,,,
3.65E-01,3.16,3.28,,,
3.66E-01,3.16,3.28,,,
3.66E-01,3.16,3.28,,,
3.67E-01,3.16,3.28,,,
3.68E-01,3.16,3.28,,,
3.69E-01,3.16,3.28,,,
3.70E-01,3.16,3.28,,,
3.70E-01,3.16,3.28,,,
3.71E-01,3.16,3.28,,,
3.72E-01,3.16,3.28,,,
3.73E-01,3.16,3.28,,,
3.74E-01,3.16,3.28,,,
3.74E-01,3.16,3.28,,,
3.75E-01,3.16,3.28,,,
3.76E-01,3.16,3.28,,,
3.77E-01,3.16,3.28,,,
3.78E-01,3.16,3.28,,,
3.78E-01,3.16,3.28,,,
3.79E-01,3.16,3.28,,,
3.80E-01,3.16,3.28,,,
3.81E-01,3.18,3.28,,,
3.82E-01,3.16,3.28,,,
3.82E-01,3.16,3.28,,,
3.83E-01,3.16,3.28,,,
3.84E-01,3.16,3.28,,,
3.85E-01,3.16,3.28,,,
3.86E-01,3.16,3.28,,,
3.86E-01,3.16,3.28,,,
3.87E-01,3.16,3.28,,,
3.88E-01,3.16,3.28,,,
3.89E-01,3.16,3.28,,,
3.90E-01,3.18,3.28,,,
3.90E-01,3.16,3.28,,,
3.91E-01,3.16,3.28,,,
3.92E-01,3.16,3.28,,,
3.93E-01,3.16,3.28,,,
3.94E-01,3.16,3.28,,,
3.94E-01,3.16,3.28,,,
3.95E-01,3.16,3.28,,,
3.96E-01,3.16,3.28,,,
3.97E-01,3.16,3.28,,,
3.98E-01,3.16,3.28,,,
3.98E-01,3.16,3.28,,,
3.99E-01,3.16,3.28,,,
4.00E-01,3.16,3.28,,,
4.01E-01,3.16,3.28,,,
4.02E-01,3.16,3.28,,,
4.02E-01,3.16,3.28,,,
4.03E-01,3.16,3.28,,,
4.04E-01,3.16,3.28,,,
4.05E-01,3.16,3.28,,,
4.06E-01,3.16,3.28,,,
4.06E-01,3.16,3.28,,,
4.07E-01,3.16,3.28,,,
4.08E-01,3.16,3.28,,,
4.09E-01,3.16,3.28,,,
4.10E-01,3.16,3.28,,,
4.10E-01,3.16,3.28,,,
4.11E-01,3.16,3.28,,,
4.12E-01,3.16,3.28,,,
4.13E-01,3.16,3.28,,,
4.14E-01,3.16,3.28,,,
4.14E-01,3.16,3.28,,,
4.15E-01,3.16,3.28,,,
4.16E-01,3.16,3.28,,,
4.17E-01,3.16,3.28,,,
4.18E-01,3.16,3.28,,,
4.18E-01,3.16,3.28,,,
4.19E-01,3.16,3.28,,,
4.20E-01,3.16,3.28,,,
4.21E-01,3.16,3.28,,,
4.22E-01,3.16,3.28,,,
4.22E-01,3.16,3.28,,,
4.23E-01,3.16,3.28,,,
4.24E-01,3.16,3.28,,,
4.25E-01,3.16,3.28,,,
4.26E-01,3.16,3.28,,,
4.26E-01,3.16,3.28,,,
4.27E-01,3.16,3.28,,,
4.28E-01,3.16,3.28,,,
4.29E-01,3.16,3.28,,,
4.30E-01,3.16,3.28,,,
4.30E-01,3.16,3.36,,,
4.31E-01,3.16,3.28,,,
4.32E-01,3.16,3.28,,,
4.33E-01,3.16,3.28,,,
4.34E-01,3.16,3.28,,,
4.34E-01,3.16,3.28,,,
4.35E-01,3.16,3.28,,,
4.36E-01,3.16,3.28,,,
4.37E-01,3.16,3.28,,,
4.38E-01,3.16,3.28,,,
4.38E-01,3.18,3.28,,,
4.39E-01,3.18,3.28,,,
4.40E-01,3.16,3.28,,,
4.41E-01,3.16,3.28,,,
4.42E-01,3.16,3.28,,,
4.42E-01,3.16,3.28,,,
4.43E-01,3.16,3.28,,,
4.44E-01,3.16,3.28,,,
4.45E-01,3.16,3.28,,,
4.46E-01,3.16,3.28,,,
