path,filename,datetime,date,time,hour,day_of_week,day_name,month,year
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100312_379_40_1.png,20250814_100312_379_40_1.png,2025-08-14 10:03:12,2025-08-14,10:03:12,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100313_596_50_1.png,20250814_100313_596_50_1.png,2025-08-14 10:03:13,2025-08-14,10:03:13,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100314_823_75_1.png,20250814_100314_823_75_1.png,2025-08-14 10:03:14,2025-08-14,10:03:14,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100316_050_40_1.png,20250814_100316_050_40_1.png,2025-08-14 10:03:16,2025-08-14,10:03:16,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100317_275_50_1.png,20250814_100317_275_50_1.png,2025-08-14 10:03:17,2025-08-14,10:03:17,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100318_494_75_1.png,20250814_100318_494_75_1.png,2025-08-14 10:03:18,2025-08-14,10:03:18,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100319_715_40_1.png,20250814_100319_715_40_1.png,2025-08-14 10:03:19,2025-08-14,10:03:19,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100320_948_50_1.png,20250814_100320_948_50_1.png,2025-08-14 10:03:20,2025-08-14,10:03:20,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100322_166_75_1.png,20250814_100322_166_75_1.png,2025-08-14 10:03:22,2025-08-14,10:03:22,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100323_395_40_1.png,20250814_100323_395_40_1.png,2025-08-14 10:03:23,2025-08-14,10:03:23,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100324_620_50_1.png,20250814_100324_620_50_1.png,2025-08-14 10:03:24,2025-08-14,10:03:24,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100325_836_75_1.png,20250814_100325_836_75_1.png,2025-08-14 10:03:25,2025-08-14,10:03:25,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100327_065_40_1.png,20250814_100327_065_40_1.png,2025-08-14 10:03:27,2025-08-14,10:03:27,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100328_281_50_1.png,20250814_100328_281_50_1.png,2025-08-14 10:03:28,2025-08-14,10:03:28,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100329_516_75_1.png,20250814_100329_516_75_1.png,2025-08-14 10:03:29,2025-08-14,10:03:29,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100330_734_40_1.png,20250814_100330_734_40_1.png,2025-08-14 10:03:30,2025-08-14,10:03:30,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100331_956_50_1.png,20250814_100331_956_50_1.png,2025-08-14 10:03:31,2025-08-14,10:03:31,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100333_185_75_1.png,20250814_100333_185_75_1.png,2025-08-14 10:03:33,2025-08-14,10:03:33,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100334_406_40_1.png,20250814_100334_406_40_1.png,2025-08-14 10:03:34,2025-08-14,10:03:34,10,3,Thursday,8,2025
/Volumes/MacShare/FURUNO_data/PNG_data/Unknown_20250814_0947_1_GainRamping_40_75_None/20250814_100335_626_50_1.png,20250814_100335_626_50_1.png,2025-08-14 10:03:35,2025-08-14,10:03:35,10,3,Thursday,8,2025
